sigkdd-Best_Research_Paper_Award,Best Research Paper Award is a SubClassOf Award
sigkdd-Best_Student_Paper_Award,Best Student Paper Award is a SubClassOf Award
sigkdd-Best_Student_Paper_Supporter,Best Student Paper Supporter is a SubClassOf Sponzor
sigkdd-Bronze_Supporter,Bronze Supporter is a SubClassOf Sponzor
sigkdd-Committee,Committee is a SuperClassOf Program Committee and is a SuperClassOf Organizing Committee and is a SuperClassOf Best Paper Awards Committee
sigkdd-Conference,Conference holded by ACM SIGKDD
sigkdd-Conference_hall,Conference hall is a SubClassOf Place
sigkdd-Deadline,Deadline is a SuperClassOf Deadline Author notification and is a SuperClassOf Deadline Paper Submission and is a SuperClassOf Deadline Abstract Submission and designed by ACM SIGKDD
sigkdd-Deadline_Abstract_Submission,Deadline Abstract Submission is a SubClassOf Deadline
sigkdd-Deadline_Author_notification,Deadline Author notification is a SubClassOf Deadline
sigkdd-Deadline_Paper_Submission,Deadline Paper Submission is a SubClassOf Deadline
sigkdd-Document,Document is a SuperClassOf Abstract and is a SuperClassOf Review and is a SuperClassOf Paper and presentationed by Speaker and submit until Deadline
sigkdd-Exhibitor,Exhibitor is a SubClassOf Sponzor
sigkdd-Fee,Fee is a SuperClassOf Registration fee and is a SuperClassOf Sponzor fee
sigkdd-General_Chair,General Chair is a SubClassOf Organizator
sigkdd-Gold_Supporter,Gold Supporter is a SubClassOf Sponzor
sigkdd-Hotel,Hotel is a SubClassOf Place
sigkdd-Invited_Speaker,Invited Speaker is a SubClassOf Speaker
sigkdd-Listener,Listener is a SubClassOf Person
sigkdd-Main_office,Main office is a SubClassOf Place
sigkdd-Organizator,Organizator is a SubClassOf Person and is a SuperClassOf General Chair and is a SuperClassOf Webmaster and is a SuperClassOf Program Committee member and is a SuperClassOf Program Chair and is a SuperClassOf Organizing Committee member
sigkdd-Organizing_Committee,Organizing Committee is a SubClassOf Committee
sigkdd-Organizing_Committee_member,Organizing Committee member is a SubClassOf Organizator
sigkdd-Paper,Paper is a SubClassOf Document
sigkdd-Person,Person is a SubClassOf Thing and is a SubClassOf some can stay in Hotel and is a SuperClassOf Speaker and is a SuperClassOf Listener and is a SuperClassOf Organizator and can stay in Place and pay Registration fee
sigkdd-Place,Place is a SuperClassOf Conference hall and is a SuperClassOf Hotel and is a SuperClassOf Main office
sigkdd-Platinum_Supporter,Platinum Supporter is a SubClassOf Sponzor
sigkdd-Program_Chair,Program Chair is a SubClassOf Organizator
sigkdd-Program_Committee,Program Committee is a SubClassOf Committee
sigkdd-Program_Committee_member,Program Committee member is a SubClassOf Organizator
sigkdd-Registration_Non-Member,Registration Non-Member is a SubClassOf Registration fee
sigkdd-Registration_SIGKDD_Member,Registration SIGKDD Member is a SubClassOf Registration fee
sigkdd-Registration_SIGMOD_Member,Registration SIGMOD Member is a SubClassOf Registration fee
sigkdd-Registration_Student,Registration Student is a SubClassOf Registration fee
sigkdd-Registration_fee,Registration fee is a SubClassOf Fee and is a SuperClassOf Registration Student and is a SuperClassOf Registration SIGMOD Member and is a SuperClassOf Registration Non-Member and is a SuperClassOf Registration SIGKDD Member and payed by Person
sigkdd-Review,Review is a SubClassOf Document
sigkdd-Silver_Supporter,Silver Supporter is a SubClassOf Sponzor
sigkdd-Speaker,Speaker is a SubClassOf Person and is a SuperClassOf Author and is a SuperClassOf Invited Speaker and presentation Document
sigkdd-Sponzor,Sponzor is a SuperClassOf Bronze Supporter and is a SuperClassOf Gold Supporter and is a SuperClassOf Platinum Supporter and is a SuperClassOf Silver Supporter and is a SuperClassOf Best Student Paper Supporter and is a SuperClassOf Exhibitor and searched by ACM SIGKDD
sigkdd-Sponzor_fee,Sponzor fee is a SubClassOf Fee
sigkdd-Webmaster,Webmaster is a SubClassOf Organizator
sigkdd-Thing,Thing is a SuperClassOf ACM SIGKDD and is a SuperClassOf Person
linklings-Abstract,Abstract is a SubClassOf Content
linklings-AcceptedSubmission,AcceptedSubmission
linklings-AdminRegistered,AdminRegistered is a SubClassOf exactly 1 of isRegisteredBy and is a SubClassOf some hasRole Role and is a SubClassOf RegisteredPerson
linklings-Administrator,Administrator is a SubClassOf some setsSetting SubmissionFeatureSettings and is a SubClassOf only registers AdminRegistered and is a SubClassOf some setsSetting RoleSettings and is a SubClassOf Role
linklings-Applicant,Applicant is a SubClassOf Role and is a SubClassOf some isRoleInvolvedIn Application
linklings-Application,Application is a SubClassOf some hasRoleInvolved Applicant and is a SubClassOf SubmissionType
linklings-Author,Author is a SubClassOf some isRoleInvolvedIn Paper and is a SubClassOf Role
linklings-BasicUser,BasicUser is a SubClassOf some hasPersonAssigned SelfRegistered and is a SubClassOf Role
linklings-Conference,Conference is a SubClassOf some hasTheme of type xsd:string and is a SubClassOf some hasSession ConferenceSession and is a SubClassOf some hasConferenceName of type xsd:string and is a SubClassOf Event
linklings-ConferenceSession,ConferenceSession
linklings-Content,Content is a SubClassOf some hasContentType ContentType and is a SubClassOf only hasContentType ContentType and is a SuperClassOf Abstract and is a SuperClassOf FullText
linklings-ContentType,ContentType
linklings-Event,Event is a SubClassOf some hasPlace Place and is a SubClassOf some hasTimeInterval TimeInterval and is a SuperClassOf Session and is a SuperClassOf Conference
linklings-FullText,FullText is a SubClassOf Content
linklings-Panel,Panel is a SubClassOf some hasRoleInvolved Panelist and is a SubClassOf some hasRoleInvolved PanelModerator and is a SubClassOf SubmissionType
linklings-PanelModerator,PanelModerator is a SubClassOf Role and is a SubClassOf some isRoleInvolvedIn Panel
linklings-Panelist,Panelist is a SubClassOf Role and is a SubClassOf some isRoleInvolvedIn Panel
linklings-Paper,Paper is a SubClassOf some hasRoleInvolved Author and is a SubClassOf SubmissionType
linklings-Person,Person is a SubClassOf some hasAddress of type xsd:string and is a SubClassOf some hasSureName of type xsd:string and is a SubClassOf some hasFirstName of type xsd:string and is a SuperClassOf RegisteredPerson and is a SuperClassOf UnregisteredPerson
linklings-Place,Place is a SubClassOf exactly 1 of hasAddress and is a SuperClassOf Room
linklings-RegisteredPerson,RegisteredPerson is a SubClassOf Person and is a SuperClassOf SelfRegistered and is a SuperClassOf AdminRegistered
linklings-RejectedSubmission,RejectedSubmission
linklings-Reviewer,Reviewer
linklings-Role,Role is a SubClassOf some hasSetting RoleSettings and is a SubClassOf some hasPersonAssigned AdminRegistered and is a SuperClassOf Administrator and is a SuperClassOf PanelModerator and is a SuperClassOf Author and is a SuperClassOf Applicant and is a SuperClassOf SessionChair and is a SuperClassOf Panelist and is a SuperClassOf BasicUser
linklings-RoleSettings,RoleSettings is a SubClassOf Settings and is a SubClassOf some isSetBy Administrator and is a SubClassOf some isSettingFor Role
linklings-Room,Room is a SubClassOf exactly 1 of hasWidth and is a SubClassOf exactly 1 of hasLength and is a SubClassOf some hasRoomName of type xsd:string and is a SubClassOf exactly 1 of hasCapacity and is a SubClassOf exactly 1 of hasHeight and is a SubClassOf Place
linklings-SelfRegistered,SelfRegistered is a SubClassOf some hasRole BasicUser and is a SubClassOf exactly 1 of isRegisteredBy and is a SubClassOf RegisteredPerson
linklings-Session,Session is a SubClassOf Event
linklings-SessionChair,SessionChair is a SubClassOf Role and is a SubClassOf some hasProgramAssigned ConferenceSession
linklings-Settings,Settings is a SuperClassOf RoleSettings and is a SuperClassOf SubmissionFeatureSettings
linklings-Submission,Submission is a SubClassOf some hasTitle of type xsd:string and is a SubClassOf some hasContent Content and is a SubClassOf some isTypeOf Submission and is a SubClassOf exactly 1 of hasSubmissionType
linklings-SubmissionFeatureSettings,SubmissionFeatureSettings is a SubClassOf Settings and is a SubClassOf some isSettingFor SubmissionType and is a SubClassOf some isSetBy Administrator
linklings-SubmissionStatus,SubmissionStatus is a SubClassOf some isSubmissionStatusOf Submission and is a SubClassOf some isStatusSetBy Reviewer and is a SubClassOf only isSubmissionStatusOf Submission
linklings-SubmissionType,SubmissionType is a SubClassOf some hasSetting SubmissionFeatureSettings and is a SuperClassOf Paper and is a SuperClassOf Panel and is a SuperClassOf Application
linklings-TimeInterval,TimeInterval is a SubClassOf exactly 1 of hasEndDate and is a SubClassOf exactly 1 of hasStartDate
linklings-UndecidedSubmission,UndecidedSubmission
linklings-UnregisteredPerson,UnregisteredPerson is a SubClassOf Person and is a SubClassOf exactly 1 of registers
PCS-Accepted_paper,Accepted paper is a SubClassOf Paper and rateed paper by External Reviewer or Secondary Reviewer and read paper by External Reviewer or Secondary Reviewer
PCS-Administrator,Administrator is a SubClassOf PERSON and is a SubClassOf some generate Electronic proceeding and is a SubClassOf some send Email and is a SubClassOf some generate Report and generate Electronic proceeding or Report and send Email
PCS-Author,Author is a SubClassOf some write paper Paper and is a SubClassOf ConferenceMember and write paper Paper
PCS-CD,CD is a SubClassOf Electronic proceeding
PCS-CommitteeMember,CommitteeMember is a SubClassOf ConferenceMember and is a SuperClassOf Primary Reviewer and is a SuperClassOf Secondary Reviewer and accept Paper and reject paper Paper
PCS-Conference,Conference is a SuperClassOf Programme and has conference member ConferenceMember
PCS-ConferenceMember,ConferenceMember is a SubClassOf PERSON and is a SuperClassOf Author and is a SuperClassOf CommitteeMember and member of conference Conference
PCS-DOCUMENT,DOCUMENT is a SuperClassOf Paper and is a SuperClassOf Review and submited by PERSON
PCS-Electronic_proceeding,Electronic proceeding is a SuperClassOf Web site and is a SuperClassOf CD
PCS-Email,Email is a SuperClassOf Invitation and is a SuperClassOf Information and sended by Administrator
PCS-External_Reviewer,External Reviewer is a SubClassOf PERSON and is a SubClassOf some read paper Accepted paper and is a SubClassOf some rate paper Accepted paper and is a SubClassOf some write review Review
PCS-Information,Information is a SubClassOf Email
PCS-Invitation,Invitation is a SubClassOf Email
PCS-PERSON,PERSON is a SubClassOf some get Information and is a SubClassOf Thing and is a SuperClassOf ConferenceMember and is a SuperClassOf Administrator and is a SuperClassOf External Reviewer and get Email and loggin in System and submit DOCUMENT
PCS-Paper,Paper is a SubClassOf DOCUMENT and is a SuperClassOf Accepted paper and is a SuperClassOf Rejected paper and accepted by CommitteeMember and rejected paper by CommitteeMember and written paper by Author
PCS-Primary_Reviewer,Primary Reviewer is a SubClassOf some accept Paper and is a SubClassOf CommitteeMember and is a SubClassOf some assign review Review and assign review Review
PCS-Programme,Programme is a SubClassOf Conference
PCS-Rejected_paper,Rejected paper is a SubClassOf Paper
PCS-Report,Report
PCS-Review,Review is a SubClassOf DOCUMENT and assigned review by Primary Reviewer and written review by External Reviewer or Secondary Reviewer
PCS-Secondary_Reviewer,Secondary Reviewer is a SubClassOf CommitteeMember and is a SubClassOf some write review Review
PCS-System,System
PCS-Web_site,Web site is a SubClassOf Electronic proceeding
PCS-Thing,Thing is a SuperClassOf PERSON
paperdyne-Abstract,Abstract is a SubClassOf Contribution File
paperdyne-Abstract_And_Paper_Submission_Phase,Abstract And Paper Submission Phase is a SubClassOf PhaseOfConferencePreparation
paperdyne-Assignment_Phase,Assignment Phase is a SubClassOf has value false for allowSubmitPaper and is a SubClassOf has value false for allowUploadCRC and is a SubClassOf has value false for allowRegister and is a SubClassOf has value false for allowBid and is a SubClassOf has value false for allowReview and is a SubClassOf PhaseOfConferencePreparation
paperdyne-Author,Author is a SubClassOf Person and is a SubClassOf some speaks Paper and is a SubClassOf some creates Contribution and is a SubClassOf at least 0 of speaks and is a SuperClassOf Co-Author and is a SuperClassOf MainAuthor and changes Contribution
paperdyne-Bidding_And_Paper_Submission_Phase,Bidding And Paper Submission Phase is a SubClassOf has value true for allowSubmitPaper and is a SubClassOf Bidding Phase
paperdyne-Bidding_Phase,Bidding Phase is a SubClassOf PhaseOfConferencePreparation and is a SuperClassOf Bidding And Paper Submission Phase and is a SuperClassOf Bidding Without Paper Submission Phase
paperdyne-Bidding_Without_Paper_Submission_Phase,Bidding Without Paper Submission Phase is a SubClassOf has value false for allowSubmitPaper and is a SubClassOf Bidding Phase
paperdyne-Blocked_Phase,Blocked Phase is a SubClassOf has value false for allowRegister and is a SubClassOf has value false for allowBid and is a SubClassOf has value false for allowReview and is a SubClassOf PhaseOfConferencePreparation and is a SubClassOf has value false for allowUploadCRC and is a SubClassOf has value false for allowSubmitPaper
paperdyne-Camera_Ready_Copy,Camera Ready Copy is a SubClassOf Contribution File
paperdyne-Camera_Ready_Copy_Phase,Camera Ready Copy Phase is a SubClassOf has value false for allowRegister and is a SubClassOf has value false for allowBid and is a SubClassOf PhaseOfConferencePreparation and is a SubClassOf has value false for allowSubmitPaper and is a SubClassOf has value false for allowReview
paperdyne-Closed_Phase,Closed Phase is a SubClassOf has value false for allowSubmitPaper and is a SubClassOf has value false for allowUploadCRC and is a SubClassOf has value false for allowBid and is a SubClassOf PhaseOfConferencePreparation and is a SubClassOf has value false for allowReview and is a SubClassOf has value false for allowRegister
paperdyne-Co-Author,Co-Author is a SubClassOf Author and is a SubClassOf some coauthorsWith Co-Author or MainAuthor and is a SubClassOf at least 1 of coauthorsWith
paperdyne-Conference,Conference is a SubClassOf only organisedBy Program Comitee Chair and is a SubClassOf Thing and finishedBy Program Comitee Chair and focusesOn Topic and startedBy Program Comitee Chair and takesPlace Location
paperdyne-Confirmed_Conflict,Confirmed Conflict is a SubClassOf Conflict Of Interest and is a SubClassOf only visibleBy Reviewer and is a SubClassOf some relates Reviewer and is a SubClassOf some blockAssigningToReviewer Paper and is a SubClassOf some relates Paper
paperdyne-Conflict_Of_Interest,Conflict Of Interest is a SubClassOf only managedBy Conflict Rules and is a SubClassOf Thing and is a SubClassOf some visibleBy Program Comitee Chair and is a SuperClassOf Confirmed Conflict and is a SuperClassOf Deleted Conflict and is a SuperClassOf Pending Proposed Conflict and is a SuperClassOf Proposed Conflict and is a SuperClassOf Hidden Conflict and is a SuperClassOf Self Conflict
paperdyne-Conflict_Rules,Conflict Rules is a SubClassOf only manages Conflict Of Interest and is a SubClassOf Thing
paperdyne-Contribution,Contribution is a SubClassOf some createdBy Author and is a SubClassOf some covers Topic and is a SubClassOf Thing and is a SuperClassOf Contribution File and is a SuperClassOf Paper and changedBy Author
paperdyne-Contribution_File,Contribution File is a SubClassOf some submittedBy Author and is a SubClassOf Contribution and is a SuperClassOf Camera Ready Copy and is a SuperClassOf Abstract and is a SuperClassOf Paper File and is a SuperClassOf Slides and is a SuperClassOf Source Archive and is a SuperClassOf Poster
paperdyne-Deleted_Conflict,Deleted Conflict is a SubClassOf does not relate to blockAssigningToReviewer Paper and is a SubClassOf Conflict Of Interest
paperdyne-Discussion,Discussion
paperdyne-E-mail_PC_Meeting,E-mail PC Meeting is a SubClassOf Program Comitee Meeting and is a SubClassOf has value true for isVirtual
paperdyne-Hidden_Conflict,Hidden Conflict is a SubClassOf only proposedBy Program Comitee Chair and is a SubClassOf does not relate to blockAssigningToReviewer Paper and is a SubClassOf Conflict Of Interest
paperdyne-Invitation_Of_Reviewers_Phase,Invitation Of Reviewers Phase is a SubClassOf PhaseOfConferencePreparation
paperdyne-Location,Location
paperdyne-MainAuthor,MainAuthor is a SubClassOf only views Proposed Conflict and is a SubClassOf some proposes Proposed Conflict and is a SubClassOf Author and is a SubClassOf only coauthorsWith Co-Author and is a SubClassOf at least 0 of views and is a SubClassOf at least 0 of proposes and is a SubClassOf at least 0 of coauthorsWith and is a SubClassOf some submits Contribution File
paperdyne-PC_Meeting,PC Meeting is a SubClassOf Program Comitee Meeting and is a SubClassOf has value false for isVirtual
paperdyne-Paper,Paper is a SubClassOf at least 0 of isInConflictWith and is a SubClassOf only spokenBy Speaker and is a SubClassOf Contribution and is a SubClassOf some isInConflictWith Reviewer and acceptedBy Program Comitee Chair and assignedToReviewBy Program Comitee Chair and discussedBy Program Comitee and rejectedBy Program Comitee Chair and reviewedBy Reviewer
paperdyne-Paper_File,Paper File is a SubClassOf Contribution File
paperdyne-Pending_Proposed_Conflict,Pending Proposed Conflict is a SubClassOf only visibleBy Reviewer and is a SubClassOf Conflict Of Interest and is a SubClassOf some blockAssigningToReviewer Paper and confirmedBy Reviewer and refusedBy Reviewer
paperdyne-Person,Person is a SuperClassOf Speaker and is a SuperClassOf Program Comitee Chair and is a SuperClassOf Author and is a SuperClassOf Reviewer
paperdyne-PhaseOfConferencePreparation,PhaseOfConferencePreparation is a SuperClassOf Closed Phase and is a SuperClassOf Abstract And Paper Submission Phase and is a SuperClassOf Bidding Phase and is a SuperClassOf Review Phase and is a SuperClassOf Invitation Of Reviewers Phase and is a SuperClassOf Setup Phase and is a SuperClassOf Blocked Phase and is a SuperClassOf Camera Ready Copy Phase and is a SuperClassOf Assignment Phase
paperdyne-Poster,Poster is a SubClassOf Contribution File
paperdyne-Program_Comitee,Program Comitee is a SubClassOf some hasMembers Reviewer and is a SubClassOf some hasMembers Program Comitee Chair and is a SubClassOf Thing and discusses Paper
paperdyne-Program_Comitee_Chair,Program Comitee Chair is a SubClassOf some organises Program Comitee Meeting and is a SubClassOf some organises Conference and is a SubClassOf some memberOf Program Comitee and is a SubClassOf some views Conflict Of Interest and is a SubClassOf Person and is a SubClassOf at least 0 of views and accepts Paper and assignsPaper Reviewer and assignsToReview Paper and finishes Conference and headOf Program Comitee and rejects Paper and starts Conference and switches PhaseOfConferencePreparation
paperdyne-Program_Comitee_Meeting,Program Comitee Meeting is a SubClassOf only takesPlace Location and is a SubClassOf Thing and is a SubClassOf some contains Discussion and is a SuperClassOf PC Meeting and is a SuperClassOf E-mail PC Meeting
paperdyne-Proposed_Conflict,Proposed Conflict is a SubClassOf Conflict Of Interest and is a SubClassOf some proposedBy MainAuthor and is a SubClassOf only visibleBy Author and is a SubClassOf some blockAssigningToReviewer Paper
paperdyne-Review,Review is a SubClassOf Thing and is a SubClassOf some judges Paper and is a SubClassOf some createdBy Reviewer
paperdyne-Review_Phase,Review Phase is a SubClassOf has value false for allowBid and is a SubClassOf PhaseOfConferencePreparation and is a SubClassOf has value false for allowRegister and is a SubClassOf has value false for allowSubmitPaper
paperdyne-Reviewer,Reviewer is a SubClassOf some submits Review and is a SubClassOf at least 0 of isInConflictWith and is a SubClassOf only hasConflictType Confirmed Conflict or Pending Proposed Conflict and is a SubClassOf at least 0 of views and is a SubClassOf Person and is a SubClassOf some isInConflictWith Paper and is a SubClassOf some views Confirmed Conflict or Pending Proposed Conflict and is a SubClassOf at least 0 of hasConflictType and is a SubClassOf some memberOf Program Comitee and is a SubClassOf some creates Review and assignedPaperBy Program Comitee Chair and bidsFor Paper and confirmes Pending Proposed Conflict and refuses Pending Proposed Conflict and reviews Paper
paperdyne-Self_Conflict,Self Conflict is a SubClassOf Conflict Of Interest and is a SubClassOf only visibleBy both MainAuthor and Reviewer and is a SubClassOf some blockAssigningToReviewer Paper
paperdyne-Setup_Phase,Setup Phase is a SubClassOf has value false for allowBid and is a SubClassOf has value false for allowReview and is a SubClassOf PhaseOfConferencePreparation and is a SubClassOf has value false for allowSubmitPaper and is a SubClassOf has value false for allowRegister and is a SubClassOf has value false for allowUploadCRC
paperdyne-Slides,Slides is a SubClassOf Contribution File
paperdyne-Source_Archive,Source Archive is a SubClassOf Contribution File
paperdyne-Speaker,Speaker is a SubClassOf some speaks Paper and is a SubClassOf at least 1 of speaks and is a SubClassOf Person
paperdyne-Topic,Topic is a SubClassOf some coveredBy Contribution and is a SubClassOf Thing
paperdyne-Thing,Thing is a SuperClassOf Conference and is a SuperClassOf Program Comitee and is a SuperClassOf Conflict Rules and is a SuperClassOf Program Comitee Meeting and is a SuperClassOf Review and is a SuperClassOf Contribution and is a SuperClassOf Conflict Of Interest and is a SuperClassOf Topic
OpenConf-Adobe_PDF,Adobe PDF is a SubClassOf Format
OpenConf-Advocate,Advocate will advocate Advocated Paper
OpenConf-Advocated_Paper,Advocated Paper to advocate by Advocate
OpenConf-Author,Author is a SubClassOf some writes Paper Paper and is a SubClassOf People and is a SuperClassOf Contact Author and writes Paper Paper
OpenConf-Balanced_Theory_and_Practice,Balanced Theory and Practice is a SubClassOf Paper Categorization
OpenConf-Clarity_to_Present_Understanding,Clarity to Present Understanding is a SubClassOf Overall Value
OpenConf-Classic_Papers,Classic Papers is a SubClassOf Topics
OpenConf-Clear_Accept,Clear Accept is a SubClassOf Reccommendation
OpenConf-Clear_Reject,Clear Reject is a SubClassOf Reccommendation
OpenConf-Committees,Committees is a SubClassOf Domain Topic
OpenConf-Computer_Science,Computer Science is a SubClassOf Topics
OpenConf-Conference_Program,Conference Program Program made by Program chair and planned papers Planed Paper
OpenConf-Contact_Author,Contact Author is a SubClassOf Author and has sent Submitted Paper
OpenConf-Corel_Word_Perfect,Corel Word Perfect is a SubClassOf Format
OpenConf-Domain_Topic,Domain Topic is a SuperClassOf People and is a SuperClassOf Paper and is a SuperClassOf Committees
OpenConf-Format,Format is a SubClassOf Value Partition and is a SuperClassOf Text and is a SuperClassOf Corel Word Perfect and is a SuperClassOf PostScript and is a SuperClassOf MS Word and is a SuperClassOf HTML and is a SuperClassOf Adobe PDF and is a SuperClassOf RTF
OpenConf-HTML,HTML is a SubClassOf Format
OpenConf-High,High is a SubClassOf Reviewer Famliliarity
OpenConf-Highly_Practical,Highly Practical is a SubClassOf Paper Categorization
OpenConf-Highly_Theoretical,Highly Theoretical is a SubClassOf Paper Categorization
OpenConf-Humour,Humour is a SubClassOf Topics
OpenConf-Long_bool,Long bool
OpenConf-Low,Low is a SubClassOf Reviewer Famliliarity
OpenConf-MS_Word,MS Word is a SubClassOf Format
OpenConf-Marginal_Tend_to_Accept,Marginal Tend to Accept is a SubClassOf Reccommendation
OpenConf-Marginal_Tend_to_Reject,Marginal Tend to Reject is a SubClassOf Reccommendation
OpenConf-Member,Member is a SubClassOf People
OpenConf-Moderate,Moderate is a SubClassOf Reviewer Famliliarity
OpenConf-Must_Accept,Must Accept is a SubClassOf Reccommendation
OpenConf-Networking,Networking is a SubClassOf Topics
OpenConf-New_Information,New Information is a SubClassOf Overall Value
OpenConf-New_Perspective_Issue_Problem_Solving,New Perspective Issue Problem Solving is a SubClassOf Overall Value
OpenConf-Not_Much,Not Much is a SubClassOf Overall Value
OpenConf-Other,Other is a SubClassOf Overall Value
OpenConf-Overall_Value,Overall Value is a SubClassOf Review Values and is a SuperClassOf Clarity to Present Understanding and is a SuperClassOf New Perspective Issue Problem Solving and is a SuperClassOf New Information and is a SuperClassOf Other and is a SuperClassOf Not Much and is a SuperClassOf Valuable Confirmation of Present Knowledge
OpenConf-Paper,Paper is a SubClassOf Domain Topic and is a SubClassOf some is written by Author and is a SuperClassOf Submitted Paper and is written by Author
OpenConf-Paper_Categorization,Paper Categorization is a SubClassOf Review Values and is a SuperClassOf Tends Towards Practical and is a SuperClassOf Highly Practical and is a SuperClassOf Tends Towards Theoretical and is a SuperClassOf Balanced Theory and Practice and is a SuperClassOf Highly Theoretical
OpenConf-Paper_File,Paper File is Type Format
OpenConf-Paper_Review,Paper Review Review made by Reviewer and appropriate length Long bool and has Categorization Paper Categorization and has Overall Overall Value and has Reccommendation Reccommendation and is Candidate for Award Long bool
OpenConf-People,People is a SubClassOf Domain Topic and is a SuperClassOf Member and is a SuperClassOf Author
OpenConf-Planed_Paper,Planed Paper is planned in Conference Program
OpenConf-Portable_Reject,Portable Reject is a SubClassOf Reccommendation
OpenConf-PostScript,PostScript is a SubClassOf Format
OpenConf-Program_Committee,Program Committee
OpenConf-Program_chair,Program chair made program Conference Program
OpenConf-Programming,Programming is a SubClassOf Topics
OpenConf-RFC,RFC is a SubClassOf Topics
OpenConf-RTF,RTF is a SubClassOf Format
OpenConf-Reccommendation,Reccommendation is a SubClassOf Review Values and is a SuperClassOf Marginal Tend to Accept and is a SuperClassOf Clear Accept and is a SuperClassOf Clear Reject and is a SuperClassOf Must Accept and is a SuperClassOf Portable Reject and is a SuperClassOf Marginal Tend to Reject
OpenConf-Result_of_Advocate,Result of Advocate
OpenConf-Review_Committee,Review Committee
OpenConf-Review_Values,Review Values is a SubClassOf Value Partition and is a SuperClassOf Overall Value and is a SuperClassOf Reccommendation and is a SuperClassOf Paper Categorization
OpenConf-Reviewed_Paper,Reviewed Paper
OpenConf-Reviewer,Reviewer has made review Paper Review
OpenConf-Reviewer_Famliliarity,Reviewer Famliliarity is a SuperClassOf Low and is a SuperClassOf High and is a SuperClassOf Moderate
OpenConf-Submitted_Paper,Submitted Paper is a SubClassOf some has been sent by Contact Author and is a SubClassOf Paper and is a SubClassOf some is stored in Paper File and has been sent by Contact Author and is stored in Paper File
OpenConf-Tends_Towards_Practical,Tends Towards Practical is a SubClassOf Paper Categorization
OpenConf-Tends_Towards_Theoretical,Tends Towards Theoretical is a SubClassOf Paper Categorization
OpenConf-Text,Text is a SubClassOf Format
OpenConf-Topics,Topics is a SubClassOf Value Partition and is a SuperClassOf RFC and is a SuperClassOf Networking and is a SuperClassOf Computer Science and is a SuperClassOf Classic Papers and is a SuperClassOf Programming and is a SuperClassOf Humour
OpenConf-Valuable_Confirmation_of_Present_Knowledge,Valuable Confirmation of Present Knowledge is a SubClassOf Overall Value
OpenConf-Value_Partition,Value Partition is a SuperClassOf Format and is a SuperClassOf Topics and is a SuperClassOf Review Values
cmt-Acceptance,Acceptance is a SubClassOf Decision
cmt-Administrator,Administrator is a SubClassOf User and acceptPaper Paper and addProgramCommitteeMember ProgramCommitteeMember and assignReviewer Reviewer and enableVirtualMeeting Conference and enterConferenceDetails Conference and enterReviewCriteria Conference and finalizePaperAssignment Conference and printHardcopyMailingManifests Conference and rejectPaper Paper and runPaperAssignmentTools Conference and setMaxPapers ProgramCommitteeMember and startReviewerBidding Conference
cmt-AssociatedChair,AssociatedChair is a SubClassOf ConferenceMember
cmt-Author,Author is a SubClassOf User and is a SubClassOf ConferenceMember and is a SuperClassOf AuthorNotReviewer and is a SuperClassOf Co-author and submitPaper Paper and writePaper Paper
cmt-AuthorNotReviewer,AuthorNotReviewer is a SubClassOf Author
cmt-Bid,Bid adjustedBy Reviewer
cmt-Chairman,Chairman is a SubClassOf Person
cmt-Co-author,Co-author is a SubClassOf Author and co-writePaper Paper
cmt-Conference,Conference is a SubClassOf exactly 1 of name and is a SubClassOf exactly 1 of reviewsPerPaper and is a SubClassOf Thing and is a SubClassOf at least 1 of date and detailsEnteredBy Administrator and hardcopyMailingManifestsPrintedBy Administrator and hasConferenceMember ConferenceMember and paperAssignmentFinalizedBy Administrator and paperAssignmentToolsRunBy Administrator and reviewCriteriaEnteredBy Administrator and reviewerBiddingStartedBy Administrator and virtualMeetingEnabledBy Administrator
cmt-ConferenceChair,ConferenceChair is a SubClassOf ConferenceMember
cmt-ConferenceMember,ConferenceMember is a SubClassOf Person and is a SuperClassOf Author and is a SuperClassOf ConferenceChair and is a SuperClassOf AssociatedChair and is a SuperClassOf ProgramCommitteeMember and is a SuperClassOf Reviewer and memberOfConference Conference
cmt-Decision,Decision is a SuperClassOf Rejection and is a SuperClassOf Acceptance
cmt-Document,Document is a SuperClassOf Paper and is a SuperClassOf Review
cmt-ExternalReviewer,ExternalReviewer is a SubClassOf exactly 1 of assignedByReviewer and is a SubClassOf Person and assignedByReviewer Reviewer
cmt-Meta-Review,Meta-Review is a SubClassOf Review
cmt-Meta-Reviewer,Meta-Reviewer is a SubClassOf Reviewer
cmt-Paper,Paper is a SubClassOf Document and is a SubClassOf at least 1 of readByReviewer and is a SubClassOf at most 1 of hasDecision and is a SubClassOf at most 1 of readByMeta-Reviewer and is a SubClassOf at least 0 of hasDecision and is a SuperClassOf PaperFullVersion and is a SuperClassOf PaperAbstract and acceptedBy Administrator and assignedTo Reviewer and hasAuthor Author and hasBid Bid and hasCo-author Co-author and hasDecision Decision and hasSubjectArea SubjectArea and readByMeta-Reviewer Meta-Reviewer and readByReviewer Reviewer and rejectedBy Administrator
cmt-PaperAbstract,PaperAbstract is a SubClassOf Paper
cmt-PaperFullVersion,PaperFullVersion is a SubClassOf Paper
